linesAdded,linesDeleted,linesChanged,functionsAdded,functionsDeleted,functionsModified,classesAdded,classesDeleted,classesModified,importsAdded,importsDeleted,degreeCentrality,betweennessCentrality,pageRank,inDegree,outDegree,coupling,impactScore,impactLabel
47,39,55,4,2,10,2,1,5,6,4,0.6113748499302398,0.40458294039646353,0.39435372214713715,13,7,12,,High
21,7,8,1,1,4,1,0,2,1,1,0.3289140846489732,0.32556813537734897,0.0971322518301908,8,6,7,,Medium
3,1,3,0,0,1,0,0,0,0,0,0.046341555562734685,0.012401877800329903,0.024066870903135175,2,1,0,,Low
63,31,55,5,2,5,1,2,5,3,1,0.6076171913136994,0.8562227341052409,0.2608694296078999,16,9,18,,High
44,43,60,6,1,10,2,1,5,4,4,0.5294459338641248,0.5083273323318891,0.33559165933656054,15,8,14,,High
55,47,26,6,1,5,2,1,3,4,4,0.5326314887180879,0.8171748605020108,0.20840813920027476,9,5,21,,High
54,22,54,6,2,7,2,1,4,5,1,0.5560347408425236,0.5278813276258958,0.38111685525019146,20,6,12,,High
13,10,10,1,1,3,0,0,3,3,1,0.2522691833853523,0.3494524050651999,0.14849765059820488,6,3,14,,Medium
12,5,14,2,0,4,2,0,1,4,0,0.4955216927522743,0.24645573189408396,0.23624998232645333,7,4,5,,Medium
17,7,15,1,1,4,1,1,1,4,2,0.4950264041537945,0.39884932976846665,0.1878897537939882,3,3,6,,Medium
1,1,3,0,0,1,0,0,0,0,0,0.11552160911198896,0.03941816758004979,0.045683508757922264,1,0,2,,Low
17,10,13,2,0,4,0,1,3,2,0,0.47866960881040466,0.39408464051774095,0.08165987370432706,5,5,9,,Medium
12,6,20,3,1,2,2,1,1,2,2,0.5638934678039672,0.10807329758786799,0.15410868769008024,4,5,12,,Medium
14,10,13,2,0,4,2,0,1,3,2,0.4396668075123762,0.2230556617515324,0.12028808672739533,8,3,5,,Medium
67,33,51,6,3,10,2,2,4,5,3,0.8645660571161358,0.7114768416943211,0.23203302197227346,17,11,13,,High
3,2,3,0,0,1,0,0,0,0,0,0.1454185206088834,0.04937193013659968,0.042291642917802866,1,1,3,,Low
1,1,2,0,0,1,0,0,0,0,0,0.11955731780998449,0.005382192870723091,0.04351636643143269,2,2,2,,Low
54,33,25,6,1,7,1,1,4,3,2,0.6335231530181282,0.5990036395262762,0.5128788896313676,20,6,17,,High
4,0,2,0,0,1,0,0,0,0,0,0.09386411929203162,0.03290180973402516,0.0617526125176709,2,2,2,,Low
19,10,12,2,0,3,2,0,1,4,0,0.31582862122654065,0.23795748674537848,0.14432815467428312,5,2,5,,Medium
2,2,2,0,0,0,0,0,0,0,0,0.04212873644018945,0.04149856372210084,0.04064556275140583,2,0,2,,Low
2,0,0,0,0,0,0,0,0,0,0,0.040746832788732416,0.028728750740716753,0.06435448192028655,1,2,2,,Low
2,2,2,0,0,0,0,0,0,0,0,0.07576036196464345,0.01450917818176714,0.03084981454565667,2,2,1,,Low
2,2,1,0,0,0,0,0,0,0,0,0.11218673761719308,0.04476865415711071,0.03219348855877173,1,1,0,,Low
64,39,28,6,2,10,1,2,3,4,2,0.9330604156565527,0.5759224655192989,0.2372336080829014,20,11,14,,High
36,20,54,5,1,9,3,2,4,2,1,0.723524498502502,0.6106496434353574,0.2587582977403107,14,6,17,,High
11,6,10,3,0,5,0,0,3,4,2,0.4756184607274131,0.39836268926122786,0.22695355156915176,4,6,8,,Medium
15,13,13,1,1,3,2,0,1,2,0,0.392245697509473,0.3976273531861565,0.23769914693568261,3,4,6,,Medium
54,20,39,6,1,5,3,1,5,6,2,0.8119732135375555,0.6770444360827226,0.2416718530551868,8,7,17,,High
1,0,2,0,0,1,0,0,0,0,0,0.12689078028862985,0.005099327376212704,0.02514887753577281,2,1,2,,Low
2,0,1,0,0,1,0,0,0,0,0,0.09350919024873316,0.01557639293622537,0.03061344385418057,2,1,1,,Low
23,14,8,1,1,4,2,0,1,1,2,0.4259670174459598,0.13930368664157652,0.11200649516022015,5,4,6,,Medium
5,1,3,0,0,0,0,0,0,0,0,0.08067034294602451,0.0186777110287582,0.054508613751095426,0,2,1,,Low
44,39,24,3,1,10,2,1,4,5,4,0.6927598538628861,0.3980133378731601,0.22622155853951945,20,9,17,,High
1,2,2,0,0,1,0,0,0,0,0,0.11149810820932106,0.04289451778323635,0.07487964738083498,2,1,1,,Low
1,0,0,0,0,1,0,0,0,0,0,0.128873328922799,0.010639723653328177,0.010944244886507087,2,2,0,,Low
17,13,14,2,0,3,0,0,1,2,0,0.5708574839938245,0.10430229656851273,0.19186217955897278,4,2,14,,Medium
3,0,1,0,0,1,0,0,0,0,0,0.09650115034083928,0.03341754551117148,0.019285128597414835,2,1,3,,Low
20,5,11,3,1,2,0,0,2,3,1,0.5635711344705865,0.2393942655007859,0.1775892671202736,3,2,14,,Medium
24,9,18,2,0,5,0,1,3,2,1,0.30635612032378146,0.34548940963065317,0.12669990413480078,5,5,5,,Medium
4,2,3,0,0,1,0,0,0,0,0,0.03662531150936481,0.04745547905923951,0.04391169612640362,0,1,3,,Low
3,2,2,0,0,1,0,0,0,0,0,0.026759802321508243,0.024117017410660958,0.07712246457934603,0,0,3,,Low
3,0,1,0,0,1,0,0,0,0,0,0.06830727365547459,0.03729989537318182,0.018544400415584916,0,1,0,,Low
21,5,20,1,0,4,2,1,1,1,0,0.5720374877646066,0.2717354255100044,0.10153549079016191,4,2,9,,Medium
18,6,8,2,0,3,0,1,1,2,0,0.2893000687074246,0.25647583455830547,0.09533025022196795,5,6,14,,Medium
3,1,0,0,0,0,0,0,0,0,0,0.024059330293014863,0.030820386653249477,0.013136686111570164,0,0,0,,Low
12,12,15,2,1,3,1,0,3,3,2,0.5022792415916613,0.26497100555559017,0.2114819450802145,3,5,5,,Medium
38,23,36,6,2,8,2,1,5,5,4,0.5195686122442136,0.6590459563262715,0.5759829890458331,13,7,23,,High
23,5,9,2,0,3,0,1,2,2,1,0.5459874243657996,0.29705315552252876,0.21271655753614654,3,2,5,,Medium
42,49,60,5,2,9,1,1,5,6,1,0.6484656064866556,0.8595846166172381,0.3319877172078058,20,10,15,,High
10,15,17,2,0,3,0,0,2,3,2,0.45045007704293527,0.1896047470465762,0.11901525617117126,8,3,8,,Medium
4,2,0,0,0,0,0,0,0,0,0,0.07366905179847559,0.03308289499601346,0.040553197435673684,0,0,1,,Low
39,44,54,3,1,7,2,1,4,5,2,0.500486683029464,0.5225850060782844,0.3052202018035191,11,5,22,,High
59,39,55,4,3,7,3,1,3,4,1,0.7044167250525022,0.7496166952713434,0.2037847043217451,8,12,21,,High
22,10,13,2,0,5,2,1,1,4,0,0.3643714318298773,0.25725277023276605,0.2374558768720254,3,4,8,,Medium
5,1,3,0,0,1,0,0,0,0,0,0.14071352970729928,0.010616825615490778,0.04215872470652215,0,2,0,,Low
19,5,17,1,1,2,1,1,2,3,0,0.571942881020008,0.16335134981625207,0.2167846636936996,7,2,13,,Medium
54,22,58,6,2,10,2,2,3,3,3,0.504231057212575,0.7608473806403347,0.531491765888473,9,8,21,,High
12,14,12,2,0,3,2,0,1,4,0,0.4198658710582543,0.18035533168911083,0.10446273048857138,8,2,9,,Medium
1,1,3,0,0,0,0,0,0,0,0,0.11294935477868098,0.041107428455885844,0.04890852137013383,1,2,1,,Low
4,1,0,0,0,1,0,0,0,0,0,0.061738817271488035,0.04150337998298759,0.026455121439933886,0,1,0,,Low
18,6,11,3,0,4,0,1,2,1,1,0.5579540591586856,0.3880187909023819,0.14626048899483218,6,3,7,,Medium
4,1,2,0,0,0,0,0,0,0,0,0.13582707963650412,0.03434451182736976,0.056162110871787435,0,2,1,,Low
5,1,3,0,0,1,0,0,0,0,0,0.04196027115959784,0.030796261224397492,0.013079339942439008,0,2,0,,Low
23,10,18,1,1,2,0,1,2,3,2,0.5126173694081395,0.1634400272407055,0.17990343366552747,3,3,12,,Medium
43,27,50,4,2,8,1,2,4,2,1,0.9448522926771171,0.737799117307545,0.247585742108948,11,12,22,,High
61,31,28,6,3,10,1,2,3,5,3,0.804241803905021,0.4032840218704215,0.3004485283368232,10,5,24,,High
